"Gene","LOF","dmis","mis","syn","dn.LoF","dn.mis3","dn.mis","dn.syn","BF.dn","pval.TADA.dn","qvalue.dn"
"C16orf47",5.59e-07,0,3.8e-06,1.69e-06,0,0,0,0,0.88928203531683,0.0998188503758179,0.798587024736355
"LIX1L",4.78e-07,4.15e-07,2.96e-06,1.45e-06,0,0,0,0,0.889269373203056,0.0998723841453523,0.798656694525162
"COLCA2",5.14e-07,2.32e-07,3.9e-06,2.14e-06,0,0,0,0,0.889209879777273,0.0999259179148867,0.798726300221982
"SPANXN3",5.46e-07,6.84e-08,3.2e-06,1.55e-06,0,0,0,0,0.889207711017162,0.0999789109392743,0.798795840373358
"SRF",5.28e-07,1.68e-07,6.18e-06,3.21e-06,0,0,1,0,0.888931415664161,0.100039474395717,0.798865322452327
"HIST1H2AM",5.61e-07,0,6.43e-06,3.16e-06,0,0,0,0,0.888909986852409,0.100093548910399,0.798934739682285
"PATE2",4.56e-07,5.43e-07,2.75e-06,1.23e-06,0,0,0,1,0.888730488126015,0.100147082679933,0.799004096406689
"DYNLRB2",5.56e-07,3.27e-08,2.57e-06,9.32e-07,0,0,0,0,0.888648166970955,0.100200616449467,0.799073390098219
"TMEM125",4.49e-07,5.82e-07,8.52e-06,4.38e-06,0,0,0,0,0.888623487310491,0.100253068728708,0.799142619296725
"SPINK14",4.89e-07,3.79e-07,2.51e-06,9.79e-07,0,0,0,0,0.888526801063931,0.100307143243389,0.799211786027354
"OR5L2",4.57e-07,5.47e-07,7.91e-06,3.52e-06,0,0,0,0,0.888399700255594,0.100361217758071,0.79928089119478
"THRSP",5.22e-07,2.15e-07,4.86e-06,2.26e-06,0,0,0,0,0.888339192956429,0.100414210782458,0.799349933098571
"PAGE2",4.91e-07,3.74e-07,2.72e-06,1.06e-06,0,0,0,0,0.888335943331601,0.100467744551993,0.799418910291874
"IMP3",4.62e-07,5.25e-07,1.2e-05,5.27e-06,0,0,0,0,0.888264767457871,0.100521278321527,0.799487824687
"UCN2",5.05e-07,3.05e-07,4e-06,1.7e-06,0,0,0,0,0.888233757370919,0.100574271345915,0.799556675295849
"C9orf139",5.43e-07,1.12e-07,6.57e-06,2.94e-06,0,0,0,0,0.888178600936307,0.100628345860596,0.799625462854914
"COX6B1",5.38e-07,1.38e-07,3.24e-06,1.36e-06,0,0,0,0,0.888162589382527,0.10068187963013,0.799694186404693
"FABP9",4.68e-07,4.97e-07,3.53e-06,1.39e-06,0,0,0,0,0.888161140890893,0.100735954144812,0.799762845645345
"FTL",5.53e-07,6.38e-08,6.84e-06,3.27e-06,0,0,0,0,0.888073535821313,0.100790028659493,0.799831442971843
"OR5L1",4.69e-07,4.97e-07,7.77e-06,3.23e-06,0,0,0,0,0.887975134314133,0.10084302168388,0.799899978759765
"G0S2",5.06e-07,3.08e-07,4.64e-06,2.32e-06,0,0,0,0,0.887939033366267,0.100897096198562,0.799968451430423
"C7orf76",5.66e-07,1.91e-09,3.13e-06,1.31e-06,0,0,0,0,0.887911031827657,0.100951170713243,0.800036860855942
"INSL5",5.16e-07,2.58e-07,3.8e-06,1.25e-06,0,0,0,0,0.887893678784661,0.10100416373763,0.800105206840619
"WDR83OS",4.8e-07,4.46e-07,4.34e-06,2.29e-06,0,0,0,0,0.887774421249368,0.101063104958633,0.800173492192996
"TCTA",5.13e-07,2.78e-07,4.14e-06,2.45e-06,0,0,0,0,0.887725782213675,0.101116638728167,0.800241715114138
"MSMB",5.08e-07,3.04e-07,2.99e-06,1.33e-06,0,0,0,0,0.887712304359982,0.101168550262261,0.80030987475387
"GTF2A2",5.32e-07,1.83e-07,2.42e-06,1.14e-06,0,0,0,0,0.88764264441661,0.101221543286649,0.800377972698047
"PAGE2B",4.93e-07,3.85e-07,2.87e-06,1.15e-06,0,0,0,0,0.887565640927571,0.101275077056183,0.800446009228563
"C12orf60",5.52e-07,8.67e-08,5.51e-06,2.01e-06,0,0,0,0,0.887426449182286,0.101335640512626,0.800513986087175
"PPP1R3F",4.81e-07,4.52e-07,7.25e-06,3.65e-06,0,0,0,0,0.887371517665293,0.101389174282161,0.800581901114646
"C2orf76",5.3e-07,2.01e-07,3.58e-06,1.45e-06,0,0,0,0,0.887360769213312,0.101442708051695,0.800649753221892
"OR14A16",4.98e-07,3.65e-07,7.61e-06,3.2e-06,0,0,0,0,0.887360616983572,0.101496782566376,0.800717542214946
"CXorf27",5.67e-07,1.25e-08,4.08e-06,1.54e-06,0,0,0,0,0.887339868785925,0.101550316335911,0.800785268729243
"GPR27",3.14e-07,1.32e-06,1.17e-05,7.56e-06,0,0,0,0,0.887237694876361,0.101616287243822,0.800852935015063
"NXT1",4.43e-07,6.52e-07,4.62e-06,1.65e-06,0,0,0,0,0.887212626913004,0.101669821013356,0.800920539108868
"SPINK2",5.28e-07,2.18e-07,4.11e-06,2.12e-06,0,0,0,0,0.887115426277391,0.101723895528038,0.800988083011828
"SPRR3",5.3e-07,2.09e-07,3.76e-06,1.49e-06,0,0,0,0,0.887070524087155,0.101777970042719,0.801055565420282
"DEFA4",5.31e-07,2.04e-07,3.51e-06,1.18e-06,0,0,0,0,0.887066229832598,0.101831503812253,0.801122985342973
"C17orf102",5.64e-07,3.59e-08,6.88e-06,3.19e-06,0,0,0,0,0.887045604399601,0.101884496836641,0.801190343299674
"C10orf91",5.65e-07,3.09e-08,5.3e-06,2.75e-06,0,0,0,0,0.887041825607395,0.101938571351322,0.801257638930206
"MARCKSL1",4.98e-07,3.74e-07,6.45e-06,3.77e-06,0,0,0,0,0.887034851441136,0.101992645866003,0.80132487240579
"PRAMEF22",4.86e-07,4.36e-07,5.65e-06,2.29e-06,0,0,0,0,0.887021092239398,0.102046179635538,0.801392043992345
"IL9",4.9e-07,4.17e-07,3.76e-06,1.69e-06,0,0,0,0,0.886965153631521,0.102100254150219,0.801459154891712
"KRTAP5-9",5.51e-07,1.06e-07,4.42e-06,1.88e-06,0,0,0,0,0.886910838575439,0.102153787919753,0.801526205145177
"PPP1R14B",5.46e-07,1.34e-07,7.15e-06,3.83e-06,0,0,0,0,0.886822078549438,0.102207862434435,0.801593195747333
"BGLAP",4.36e-07,6.99e-07,3.66e-06,1.98e-06,0,0,0,0,0.886819978210018,0.102259773968529,0.8016601244913
"PATE3",5.03e-07,3.55e-07,3.01e-06,9.2e-07,0,0,0,0,0.886793927670398,0.102367922997891,0.80172699209528
"HS3ST4",5.01e-07,3.66e-07,9.69e-06,6.57e-06,0,0,0,0,0.886767236072735,0.102421456767426,0.801793798660875
"USF2",5.36e-07,1.87e-07,4.29e-06,2.04e-06,0,0,0,0,0.88675475085191,0.10247499053696,0.801860543897769
"PKIA",5.47e-07,1.31e-07,1.63e-06,6.36e-07,0,0,0,0,0.886745408941563,0.102529065051641,0.801927227807929
"GCHFR",3.8e-07,9.91e-07,3.08e-06,1.27e-06,0,0,0,0,0.8867343803277,0.102582598821176,0.801993850520642
"C5orf55",5.72e-07,4.44e-09,4.99e-06,2.38e-06,0,0,0,0,0.886705186755483,0.102636673335857,0.802060412599117
"GUCA2B",4.67e-07,5.44e-07,3.73e-06,2.16e-06,0,0,0,0,0.886648994351226,0.102690207105391,0.80212691483818
"CALML3",5.37e-07,1.87e-07,8.02e-06,4.44e-06,0,0,0,0,0.886569185307946,0.102745903855513,0.802193357942173
"CLPSL1",5.62e-07,6.25e-08,4.06e-06,1.85e-06,0,0,0,0,0.886449985185585,0.102799437625047,0.802259743029223
"HLA-DQA1",4.16e-07,8.14e-07,3.47e-06,1.66e-06,0,0,1,0,0.886398535056313,0.102852430649435,0.802326068397584
"SMCP",5.56e-07,9.6e-08,2.55e-06,1.02e-06,0,0,0,0,0.886346325743199,0.102905423673823,0.802392334149592
"CCL17",5.32e-07,2.2e-07,2.63e-06,1.29e-06,0,0,0,0,0.886300564146782,0.102958957443357,0.802458540198026
"C10orf99",5.24e-07,2.61e-07,2.16e-06,7.34e-07,0,0,0,0,0.886299398890105,0.103012491212891,0.802524685453868
"AC002310.13",3.9e-07,9.54e-07,4.69e-06,2.77e-06,0,0,0,0,0.886202768566916,0.103066565727573,0.802590772507047
"KRTAP13-2",5.54e-07,1.11e-07,5.19e-06,1.98e-06,0,0,0,0,0.886172809154344,0.103120640242254,0.802656799688229
"OR8B3",5.25e-07,2.6e-07,7.47e-06,2.99e-06,0,0,0,0,0.886150110888485,0.103174174011788,0.802722766889361
"PATE4",5.76e-07,0,2.35e-06,8.25e-07,0,0,0,0,0.886124854495765,0.103241226409993,0.802788674260012
"TMEM92",5.16e-07,3.07e-07,4.87e-06,2.48e-06,0,0,0,0,0.886118282540293,0.103294760179527,0.802854521392824
"SPACA4",4.3e-07,7.5e-07,4.64e-06,2.48e-06,0,0,0,0,0.886099142526502,0.103348293949062,0.802920308699771
"GAGE10",5.15e-07,3.13e-07,1.88e-06,7.28e-07,0,0,0,0,0.886086685970293,0.103402368463743,0.802986036088054
"VAMP8",5.42e-07,1.75e-07,3.55e-06,1.2e-06,0,0,0,0,0.886076821006396,0.103457524468718,0.803051703572123
"C14orf178",5.19e-07,2.95e-07,3.37e-06,1.37e-06,0,0,0,0,0.885996056086896,0.103511058238252,0.803117313088723
"SPATA12",5.72e-07,2.44e-08,4.58e-06,1.94e-06,0,0,0,0,0.885979795765711,0.103565132752934,0.803182863030895
"CALCB",3.83e-07,1e-06,4.52e-06,2.06e-06,0,0,0,0,0.885854318501893,0.103618666522468,0.803248356334547
"C6orf1",5.55e-07,1.15e-07,4.27e-06,1.97e-06,0,0,0,0,0.885842306726401,0.103672741037149,0.803313790113409
"DEFB135",5.12e-07,3.36e-07,2.42e-06,9.33e-07,0,0,0,0,0.885811217839414,0.103726274806684,0.803379164947124
"SEC61B",5.64e-07,7.33e-08,3.93e-06,1.72e-06,0,0,0,0,0.885687136920253,0.103784675282539,0.803444483343339
"PATE1",5.09e-07,3.55e-07,2.71e-06,1e-06,0,0,0,0,0.885680673877798,0.103838749797221,0.803509742311075
"CLECL1",5.51e-07,1.41e-07,4.08e-06,1.8e-06,0,0,0,0,0.88564090690839,0.103892283566755,0.803574942800023
"BASP1",4.98e-07,4.13e-07,9.51e-06,6.9e-06,0,0,0,0,0.885625056770825,0.103945817336289,0.803640084266803
"DEFB110",5.38e-07,2.1e-07,2.61e-06,1.08e-06,0,0,0,0,0.885550304328828,0.103998810360677,0.803705168326562
"KRTAP9-2",5.79e-07,5.1e-09,4.45e-06,1.67e-06,0,0,0,0,0.885383738853656,0.104052884875358,0.80377019744854
"C14orf2",5.28e-07,2.66e-07,2.94e-06,1.09e-06,0,0,0,0,0.885376763451762,0.104106418644893,0.803835167553966
"C7orf71",5.75e-07,2.85e-08,4.2e-06,1.91e-06,0,0,0,0,0.885275129537977,0.104159952414427,0.803900081186073
"COMMD6",5.08e-07,3.74e-07,2.82e-06,1.54e-06,0,0,0,0,0.885179636579048,0.104214026929108,0.80396493826224
"MLYCD",3.83e-07,1.02e-06,4.75e-06,2.27e-06,0,0,0,0,0.885138234283505,0.104267019953496,0.804029737453612
"PPDPF",5.27e-07,2.78e-07,5.69e-06,3.19e-06,0,0,0,0,0.885128057845722,0.10432055372303,0.804094478027794
"KRTAP3-3",4.4e-07,7.26e-07,2.62e-06,1.07e-06,0,0,0,0,0.885106197873012,0.104373546747418,0.804159160368064
"GYPE",5.82e-07,0,2.04e-06,6.77e-07,0,0,1,0,0.885013381745254,0.104427621262099,0.804223786395628
"TMEM14B",5.19e-07,3.24e-07,3.85e-06,1.88e-06,0,0,0,0,0.884947526285254,0.10448169577678,0.804288355487616
"FXYD6",5.57e-07,1.3e-07,2.9e-06,1.35e-06,0,0,0,0,0.884928076764825,0.104535229546315,0.804352866517961
"SAA4",5.47e-07,1.83e-07,4.15e-06,1.57e-06,0,0,0,0,0.884860548631711,0.104588763315849,0.804417320811987
"GUCA2A",4.12e-07,8.78e-07,3.15e-06,1.75e-06,0,0,1,0,0.884843929771931,0.104640674849943,0.804481717127673
"PTH",5.49e-07,1.78e-07,2.86e-06,1.08e-06,0,0,0,0,0.884671225228596,0.104697453090359,0.804546059586482
"KRTAP13-3",4.96e-07,4.51e-07,3.91e-06,1.65e-06,0,0,0,0,0.884624676651762,0.104750986859893,0.804610344995561
"RPS15",5.44e-07,2.05e-07,8.29e-06,3.68e-06,0,0,0,0,0.884619910482959,0.104805061374574,0.804674572351134
"IGFL4",5.77e-07,3.68e-08,3.15e-06,1.44e-06,0,0,0,0,0.884603803344485,0.104858595144109,0.804738742025316
"SMCO3",5.19e-07,3.35e-07,5.55e-06,2.06e-06,0,0,0,0,0.88455024434843,0.104911588168496,0.804802855064623
"RPL22",5.56e-07,1.47e-07,3.97e-06,1.79e-06,0,0,0,0,0.884497585110548,0.104965121938031,0.804866911522587
"HLA-DMB",3.75e-07,1.08e-06,2.99e-06,1.41e-06,0,0,0,0,0.884476982204903,0.105018655707565,0.804930910647835
"C4orf36",4.67e-07,6.05e-07,3e-06,1.28e-06,0,0,0,0,0.884451456894859,0.105072189477099,0.804994852645112
"KRTAP19-8",5.81e-07,2.18e-08,1.84e-06,9.22e-07,0,0,0,0,0.884407601111445,0.105126263991781,0.805058738064833
"NHP2L1",5.14e-07,3.65e-07,3.88e-06,2.02e-06,0,0,0,0,0.88439314989028,0.105180338506462,0.805122566225029
"GNGT1",5.5e-07,1.81e-07,1.76e-06,7.95e-07,0,0,0,0,0.884377584292004,0.105234413021143,0.805186337231883
"SMIM15",5.76e-07,4.88e-08,1.88e-06,6.83e-07,0,0,0,0,0.884353810095562,0.105287946790678,0.805250051374227
"C20ORF135",5.86e-07,0,6.86e-06,3.77e-06,0,0,0,0,0.884273217435588,0.105342021305359,0.805313710192655
"VCX3A",5.84e-07,1.05e-08,6.77e-06,3.93e-06,0,0,0,0,0.884262388815886,0.105395014329746,0.805377311965459
"RP11-318A15.7",5.15e-07,3.65e-07,2.36e-06,8.42e-07,0,0,0,0,0.884208031298595,0.105448548099281,0.805440857890042
"TIMM8A",5.64e-07,1.15e-07,3.15e-06,1.31e-06,0,0,0,0,0.884175775433814,0.105502081868815,0.805504347473163
"CALM2",5.87e-07,0,4.74e-06,1.9e-06,0,0,0,0,0.884088278461657,0.105556156383496,0.80556778221141
"S100A2",5.26e-07,3.12e-07,2.26e-06,1.06e-06,0,0,0,0,0.884084855068184,0.10560806791759,0.805631160017665
"TNFAIP8L1",3.6e-07,1.17e-06,9.37e-06,4.53e-06,0,0,0,0,0.884045658489176,0.105659979451684,0.80569448188778
"SPTSSB",5.32e-07,2.83e-07,2.09e-06,5.8e-07,0,0,0,0,0.884021667611183,0.105714053966366,0.805757747506604
"PET100",5.21e-07,3.42e-07,3.52e-06,1.21e-06,0,0,0,0,0.88392741856889,0.1057675877359,0.805820958753434
"POLR3K",5e-07,4.54e-07,4.51e-06,1.84e-06,0,0,0,0,0.883776048805287,0.105821121505434,0.805884117167158
"FAM127C",4.86e-07,5.26e-07,5.92e-06,3.03e-06,0,0,0,0,0.883775130347542,0.105875196020116,0.805947218960121
"ATOH8",4.87e-07,5.21e-07,1.04e-05,5.96e-06,0,0,0,0,0.883769955235379,0.105929270534797,0.806010264317587
"AC004076.9",5.34e-07,2.81e-07,3.35e-06,1.51e-06,0,0,0,0,0.883723898684298,0.105983345049478,0.806073254362998
"TMEM233",4.27e-07,8.32e-07,3.98e-06,2.2e-06,0,0,0,0,0.88371245168818,0.106037419564159,0.806136188284192
"FABP7",4.58e-07,6.72e-07,3.76e-06,1.52e-06,0,0,0,0,0.883710590694157,0.106090412588547,0.806199065911115
"PBOV1",5.86e-07,1.64e-08,2.85e-06,1.11e-06,0,0,0,0,0.883678744072253,0.106143946358081,0.806261888086686
"FXYD4",5.24e-07,3.35e-07,2.28e-06,1.26e-06,0,0,0,0,0.883624949574866,0.106197480127616,0.806324655446723
"SUMO1",5.51e-07,1.97e-07,2.2e-06,8.28e-07,0,0,0,0,0.883614093127457,0.106251554642297,0.806387366966897
"OR5D14",5.37e-07,2.7e-07,7.9e-06,2.82e-06,0,0,0,0,0.883566177148897,0.106305629156978,0.806450023669185
"DYNLL2",5.87e-07,1.45e-08,2.97e-06,1.39e-06,0,0,0,0,0.883562759442522,0.106359162926513,0.80651262449031
"FAM32A",5.74e-07,8.25e-08,4.43e-06,2.18e-06,0,0,0,0,0.883503114583488,0.106412696696047,0.806575170940827
"DEFA5",5.11e-07,4.06e-07,3.08e-06,1.11e-06,0,0,0,0,0.883470039235782,0.106465689720435,0.8066376624154
"WFDC11",5.45e-07,2.33e-07,2.11e-06,9.49e-07,0,0,0,0,0.883422913506045,0.106519223489969,0.806700099346042
"C7orf65",5.88e-07,1.5e-08,3.75e-06,1.43e-06,0,0,0,0,0.883359861126228,0.106572757259504,0.806762482211853
"C6orf201",5.37e-07,2.78e-07,3.73e-06,1.8e-06,0,0,0,0,0.883277453231343,0.106625750283891,0.806824811578484
"L34079.2",3.84e-07,1.07e-06,5.82e-06,2.68e-06,0,0,0,0,0.883166245748962,0.106678743308279,0.806887088251215
"PPT2",5.3e-07,3.18e-07,3.96e-06,1.46e-06,0,0,0,0,0.883128614122711,0.106732277077813,0.806949310426687
"PPP1R17",5.32e-07,3.08e-07,4.02e-06,1.86e-06,0,0,0,1,0.883119525982405,0.106786351592494,0.807011477451062
"DCD",5.88e-07,2.31e-08,3.27e-06,1.84e-06,0,0,0,0,0.88306654743649,0.106839885362029,0.807073590514718
"PRR24",5.53e-07,2.03e-07,6.45e-06,3.61e-06,0,0,0,0,0.883027683541013,0.106893419131563,0.807135649330658
"C1orf95",5.11e-07,4.19e-07,6.34e-06,3.77e-06,0,0,0,0,0.883001872886523,0.106945871410804,0.807197653639372
"HIST1H2AG",4.61e-07,6.77e-07,6.76e-06,3.41e-06,0,0,0,0,0.882976056175243,0.106999945925485,0.80725960351366
"HIST1H2AA",5.57e-07,1.85e-07,5.64e-06,2.24e-06,0,0,0,0,0.882938696316025,0.107054020440167,0.807321499319234
"C12orf57",4.64e-07,6.66e-07,6.71e-06,4.1e-06,0,0,0,1,0.882815800894492,0.107109176445141,0.80738334329975
"CCL11",5.44e-07,2.56e-07,2.36e-06,1.11e-06,0,0,0,0,0.882777593381845,0.10717731033364,0.80744513337502
"NSG2",5.73e-07,1.08e-07,6.02e-06,2.97e-06,0,0,0,0,0.882765539685514,0.107230844103174,0.807506868953324
"COX6B2",5.26e-07,3.51e-07,4.27e-06,2.02e-06,0,0,0,0,0.882678526375969,0.107284918617855,0.807568552007778
"SOWAHC",5.71e-07,1.21e-07,7.43e-06,4.36e-06,0,0,0,0,0.882665013229985,0.107338993132537,0.807630180745386
"C4orf40",5.76e-07,9.6e-08,5.91e-06,2.35e-06,0,0,0,0,0.882645353739752,0.107391986156924,0.807691755394022
"C1D",5.56e-07,2e-07,3.22e-06,1.41e-06,0,0,0,0,0.882581830554081,0.107445519926459,0.807753277136245
"ZIC2",3.57e-07,1.23e-06,8.54e-06,5.29e-06,0,0,0,0,0.882464222893079,0.10749959444114,0.807814747411254
"AL583828.1",5.89e-07,3.47e-08,3.6e-06,1.65e-06,0,0,0,0,0.882462126543381,0.107553128210674,0.807876163364887
"HIST3H2A",2.85e-07,1.61e-06,8.4e-06,4.57e-06,0,0,0,0,0.88231328227714,0.107606661980209,0.807937528780348
"ZFP41",5.44e-07,2.69e-07,7.62e-06,3.65e-06,0,0,0,0,0.882308807911578,0.107660195749743,0.807998840075228
"C7orf34",5.57e-07,2.05e-07,4.02e-06,1.99e-06,0,0,0,0,0.882216775192018,0.107714270264424,0.808060099533613
"MESP1",5.97e-07,1.9e-09,7.11e-06,4.26e-06,0,0,0,0,0.882172391301751,0.107767804033959,0.808121306020741
"TIMM10",5.44e-07,2.74e-07,2.63e-06,1.07e-06,0,0,0,0,0.882128594887362,0.107821337803493,0.808182459591915
"NHLH2",5.23e-07,3.82e-07,8.05e-06,4.36e-06,0,0,0,0,0.882116565414849,0.107874330827881,0.808243559515546
"AC022532.1",5.98e-07,0,4.85e-06,2.33e-06,0,0,0,0,0.882056641943497,0.107928405342562,0.808304607070645
"FABP1",5.24e-07,3.79e-07,4.18e-06,2.16e-06,0,0,0,0,0.882039876578598,0.107981939112096,0.808365601238342
"SLIRP",5.44e-07,2.8e-07,3.67e-06,1.86e-06,0,0,0,0,0.881912404548214,0.108041961823393,0.808426544879167
"CMC2",5.38e-07,3.11e-07,2.17e-06,9.68e-07,0,0,0,0,0.881903219612468,0.108096036338074,0.808487435080172
"RP11-315D16.2",5.95e-07,2.05e-08,3.86e-06,1.82e-06,0,0,0,0,0.88186862498201,0.108150110852755,0.808548272551726
"LBH",4.68e-07,6.73e-07,3.62e-06,1.52e-06,0,0,0,0,0.881825645719496,0.10820364462229,0.808609057574457
"ANAPC13",5.62e-07,1.91e-07,1.68e-06,6.95e-07,0,0,0,0,0.881799061080581,0.108258259882118,0.808669789805113
"C15orf54",5.89e-07,5.39e-08,4.67e-06,1.91e-06,0,0,0,0,0.881767975712179,0.108312334396799,0.80873046942649
"KRTAP5-5",5.87e-07,6.7e-08,6.28e-06,3.02e-06,0,0,0,0,0.881663524690645,0.108365868166333,0.808791098352047
"CST8",5.36e-07,3.28e-07,3.74e-06,1.66e-06,0,0,0,0,0.881660297793393,0.108419942681014,0.808851674105341
"KRTAP17-1",4.73e-07,6.52e-07,3.51e-06,2.05e-06,0,0,0,0,0.881654607858404,0.108472394960255,0.808912196818254
"AHSP",5.48e-07,2.68e-07,2.85e-06,1.32e-06,0,0,0,0,0.881606598738387,0.108525387984643,0.808972667622945
"RPL36A",6e-07,4.7e-09,4.4e-06,1.97e-06,0,0,0,0,0.881517859201043,0.108579462499324,0.809033087609741
"CLLU1",6.01e-07,0,3.03e-06,1.22e-06,0,0,0,0,0.881503414870014,0.108632996268858,0.809093454982068
"WFDC10A",5.57e-07,2.25e-07,1.93e-06,7.35e-07,0,0,0,0,0.881495647010359,0.108685989293246,0.809153769641712
"RNF183",4.91e-07,5.65e-07,7.2e-06,2.85e-06,0,0,0,0,0.881450134418131,0.108737360082193,0.809214032603807
"XCL1",5.55e-07,2.38e-07,3.2e-06,1.37e-06,0,0,0,0,0.881396104738753,0.108790353106581,0.809274244149604
"GAGE2A",5.48e-07,2.74e-07,2.63e-06,1e-06,0,0,0,0,0.881390518118278,0.108843346130968,0.809334403133707
"RNASE6",4.78e-07,6.35e-07,4.05e-06,1.34e-06,0,0,0,0,0.881340567995139,0.108896339155356,0.809394510735375
"UBL4B",5.47e-07,2.83e-07,5.02e-06,2.34e-06,0,0,0,0,0.881250920880288,0.108949872924891,0.809454568015091
"NUPR1",4.67e-07,6.96e-07,3.68e-06,1.51e-06,0,0,0,0,0.881186753820867,0.109003406694425,0.809514574401714
"FAM86B1",5.47e-07,2.85e-07,4.58e-06,2.33e-06,0,0,0,0,0.881178930330716,0.109056399718813,0.809574528553662
"S100Z",5.52e-07,2.6e-07,2.77e-06,1.27e-06,0,0,0,0,0.881156970043694,0.109110474233494,0.809634430892558
"TPD52L3",5.17e-07,4.4e-07,4.43e-06,2.1e-06,0,0,0,0,0.881138866265133,0.109164548748175,0.809694281389941
"FDCSP",6.03e-07,0,2.41e-06,8.46e-07,0,0,0,0,0.881134800286234,0.109218082517709,0.809754079763255
"CDK2AP2",4.3e-07,8.89e-07,5.71e-06,3.24e-06,0,0,0,0,0.881119733232809,0.109271616287244,0.809813826355185
"IFNA2",5.44e-07,3.1e-07,3.82e-06,1.56e-06,0,0,0,0,0.880832520249204,0.109325150056778,0.809873528021002
"C12orf73",5.33e-07,3.67e-07,2.76e-06,1.38e-06,0,0,0,0,0.880811002994728,0.109378683826313,0.809933178195658
"IFNA17",5.54e-07,2.62e-07,3.96e-06,1.65e-06,0,0,0,0,0.880716314921384,0.1094316768507,0.809992778769834
"KRTAP9-4",5.23e-07,4.21e-07,3.68e-06,1.28e-06,0,0,0,0,0.880714744819782,0.109485210620235,0.810052327488846
"FANCA",7.17e-06,4.44e-06,4.78e-05,2.25e-05,0,1,0,1,0.88070907941969,0.109486292110528,0.810111824522354
"CSTB",5.73e-07,1.66e-07,3.77e-06,2.42e-06,0,0,0,0,0.880672300019254,0.10954036662521,0.810171270712153
"RNASE11",6.01e-07,2.49e-08,5e-06,2.17e-06,0,0,1,0,0.880603868034624,0.109593900394744,0.810230666911981
"KRTAP21-2",5.99e-07,3.69e-08,2.13e-06,1.07e-06,0,0,0,0,0.88053901165037,0.109646893419132,0.810290013098116
"OR13C9",5.28e-07,4.01e-07,7.37e-06,2.73e-06,0,0,0,0,0.880511261391572,0.109700427188666,0.810349308413453
"OR5W2",5.61e-07,2.33e-07,7.33e-06,2.84e-06,0,0,0,1,0.880470222633512,0.1097539609582,0.810408553254413
"NDUFB7",5.49e-07,2.95e-07,6.87e-06,2.75e-06,0,0,0,0,0.880450536993051,0.109808035472882,0.810467747156436
"HMGN1",5.34e-07,3.72e-07,3.87e-06,2.16e-06,0,0,0,0,0.880447052749353,0.109861569242416,0.810526889783646
"IFNA7",5.38e-07,3.52e-07,4.35e-06,1.64e-06,0,0,0,0,0.880428480012659,0.10991510301195,0.810585981577136
"NANOS2",4.39e-07,8.63e-07,6.15e-06,3.26e-06,0,0,0,0,0.880386466178967,0.109968636781485,0.810645023184396
"TIMM8B",5.63e-07,2.26e-07,4.04e-06,1.57e-06,0,0,0,0,0.880353746782592,0.110022170551019,0.810704014440244
"RPL32",6.04e-07,1.78e-08,5.42e-06,2.03e-06,0,0,0,0,0.880307782119769,0.110089222949224,0.810762955738329
"NXNL2",4.48e-07,8.22e-07,8.28e-06,4.63e-06,0,0,0,0,0.880189349843123,0.110144378954199,0.810821848938586
"MRPL33",5.55e-07,2.72e-07,2.8e-06,1.26e-06,0,0,0,0,0.88017236524231,0.11019845346888,0.810880691591657
"LEPROT",5.12e-07,4.95e-07,3.92e-06,1.71e-06,0,0,0,0,0.880087300950205,0.110251446493268,0.810939485448051
"PITHD1",5.33e-07,3.9e-07,3.85e-06,1.52e-06,0,0,0,0,0.879984976079264,0.110304439517655,0.810998230998087
"FANCD2OS",6.09e-07,1.98e-09,4.91e-06,2.03e-06,0,0,0,0,0.87995847658533,0.110356891796896,0.811056926429383
"KRTAP4-4",5.97e-07,6.47e-08,4.39e-06,1.46e-06,0,0,1,0,0.879904360751936,0.110464500081112,0.811115572489501
"SPR",4.55e-07,7.95e-07,6.85e-06,3.85e-06,0,0,0,0,0.879862291593571,0.110517493105499,0.811174168944764
"AL133373.1",6.1e-07,0,7.72e-06,4.19e-06,0,0,0,0,0.879845929883623,0.110569404639593,0.811232715224515
"SPATA31A1",5.75e-07,1.82e-07,5.74e-06,2.48e-06,0,0,0,0,0.87972788287007,0.110623479154275,0.811291213903915
"IFNW1",5.13e-07,5.03e-07,4.53e-06,1.79e-06,0,0,0,0,0.87961645889866,0.110677553668956,0.811349664881152
"IFNA14",5.29e-07,4.21e-07,3.9e-06,1.49e-06,0,0,0,0,0.879609379059402,0.110730546693343,0.811408065644244
"MUCL1",6.08e-07,1.75e-08,2.54e-06,1.16e-06,0,0,0,0,0.879582559911331,0.110782998972584,0.811466416744761
"S100A9",5.52e-07,3.04e-07,3.35e-06,1.66e-06,0,0,0,0,0.879574659975629,0.110837073487265,0.811524717780621
"RPL36",6.05e-07,3.4e-08,6.45e-06,2.46e-06,0,0,0,0,0.879539385971666,0.110891148001947,0.811582969490804
"XCL2",5.55e-07,2.91e-07,3.24e-06,1.41e-06,0,0,0,0,0.879489505185078,0.110944681771481,0.811641172298652
"TOMM22",5.72e-07,2.06e-07,5.09e-06,3.06e-06,0,0,0,0,0.879416523765375,0.11100254150219,0.811699326835848
"IFNA16",5.33e-07,4.06e-07,4.07e-06,1.75e-06,0,0,0,0,0.879410962663038,0.111055534526578,0.811757431505958
